filename,corners,check_corners
A0044MHA_Flash0_A0044MHAfullhd_1633082731572_2.0.7.png,456.08 395.76 174.85 387.32 179.9 218.3 459.74 225.57,1
G00002ECF_Flash0_G00002ECFfullhd_1632381398178_2.0.7.png,453.74 384.95 186.44 381.82 186.83 221.77 455.86 224.33,1
A0044MK0_Flash0_A0044MK0fullhd_1632899322117_2.0.7.png,464.08 391.09 182.25 392.59 182.42 222.2 463.39 221.84,1
A0044N21_Flash0_A0044N21fullhd_1632909458472_2.0.7.png,577.11 508.76 229.96 504.8 226.69 296.66 575.57 296.75,1
A0044MNC_Flash0_A0044MNCfullhd_1632911678790_2.0.7.png,445.27 396.24 169.36 391.41 172.77 225.78 447.06 229.66,1
A0044MZ5_Flash0_A0044MZ5fullhd_1632828382999_2.0.7.png,565.69 493.24 233.11 494.38 230.54 294.92 566.56 293.37,1
G00002EEB_Flash0_G00002EEBfullhd_1632380332138_2.0.7.png,1258.81 1062.02 642.02 1061.42 640.4 675.68 1255.54 662.94,1
A0044MIA_Flash0_A0044MIAfullhd_1633065648946_2.0.7.png,595.57 492.76 230.88 491.3 228.68 272.45 594.57 270.98,1
A0044ML5_Flash0_A0044ML5fullhd_1633084470400_2.0.7.png,457.04 395.94 164.23 383.58 171.28 208.64 462.75 220.39,1
A0044MHG_Flash0_A0044MHGfullhd_1632981484982_2.0.7.png,452.83 370.18 204.89 362.19 210.06 213.56 456.31 221.13,1
A0044MIW_Flash0_A0044MIWfullhd_1632979811301_2.0.7.png,455.05 391.22 197.48 393.57 197.4 239.01 451.98 236.77,1
G00002EE8_Flash0_G00002EE8fullhd_1632392871172_2.0.7.png,1302.43 1108.01 482.95 1101.29 488.98 608.62 1305.91 615.11,1
A0044MZV_Flash0_A0044MZVfullhd_1632979846490_2.0.7.png,593.27 494.92 228.01 497.67 228.32 275.57 596.69 276.33,1
A0044N11_Flash0_A0044N11fullhd_1632985353881_2.0.7.png,439.53 376.01 165.31 370.75 168.09 205.42 441.76 209.2,1
G00002ECS_Flash0_G00002ECSfullhd_1632724865749_2.0.7.png,1288.46 1085.08 583.29 1098.19 582.4 664.36 1279.95 663.05,1
G00002EAC_Flash0_G00002EACfullhd_1632396026271_2.0.7.png,455.49 416.27 187.59 411.28 191.36 250.5 457.55 255.29,1
A0044MW5_Flash0_A0044MW5fullhd_1632988011937_2.0.7.png,457.21 371.11 197.27 365.17 199.34 208.82 460.55 212.98,1
G00002ECQ_Flash0_G00002ECQfullhd_1632738298760_2.0.6.png,627.85 490.27 283.7 490.73 280.85 285.05 624.72 281.09,1
A0044MM6_Flash0_A0044MM6fullhd_1632898470267_2.0.7.png,466.08 390.06 179.51 386.97 182.65 214.52 467.05 215.36,1
G00002ECO_Flash0_G00002ECOfullhd_1632739049677_2.0.6.png,632.3 513.56 288.03 522.5 284.07 315.05 625.48 305.11,1
G00002EEu_Flash0_G00002EEufullhd_1632379129721_2.0.7.png,1294.89 1049.37 666.46 1045.26 663.4 665.02 1292.08 661.46,1
G00002EDm_Flash0_G00002EDmfullhd_1632723479613_2.0.7.png,1289.43 1076.34 565.34 1096.71 556.56 663.16 1271.93 645.76,1
A0044MK0_Flash0_A0044MK0fullhd_1632997007516_2.0.7.png,456.11 371.17 191.47 369.24 192.14 211.29 456.51 213.22,1
A0044N26_Flash0_A0044N26fullhd_1632909363558_2.0.7.png,576.05 457.69 192.81 450.89 189.17 221.08 574.67 221.3,1
G00002E8F_Flash0_G00002E8Ffullhd_1632742315115_2.0.7.png,1340.55 1119.73 513.11 1127.06 515.48 643.94 1320.81 630.51,1
A0044ML2_Flash0_A0044ML2fullhd_1633080892461_2.0.7.png,571.43 499.53 242.19 497.3 241.9 299.42 574.96 301.46,1
A0044MYB_Flash0_A0044MYBfullhd_1632986493314_2.0.7.png,460.97 372.35 176.9 372.31 179.91 200.97 459.4 202.92,1
G00002EDz_Flash0_G00002EDzfullhd_1632380870279_2.0.7.png,1293.38 1007.86 733.62 1008.8 734.07 671.29 1287.33 655.77,1
G00002E9m_Flash0_G00002E9mfullhd_1632726258089_2.0.7.png,1280.96 1103.36 544.0 1122.49 539.52 667.21 1275.49 660.61,1
A0044N2V_Flash0_A0044N2Vfullhd_1632742621051_2.0.7.png,590.46 514.74 232.69 497.64 227.64 277.92 586.59 278.86,1
A0044MNN_Flash0_A0044MNNfullhd_1632914260380_2.0.7.png,597.33 495.73 241.61 500.43 235.01 287.61 592.28 279.74,1
G00002EBR_Flash0_G00002EBRfullhd_1632480042460_2.0.7.png,585.58 497.85 228.11 479.16 231.66 263.36 589.76 272.18,1
A0044MJV_Flash0_A0044MJVfullhd_1633067185257_2.0.7.png,557.86 492.67 235.21 489.5 225.86 288.39 549.4 283.45,1
G00002EB4_Flash0_G00002EB4fullhd_1632467715991_2.0.7.png,439.5 384.37 187.06 370.49 191.47 216.57 443.84 223.96,1
G00002EDG_Flash0_G00002EDGfullhd_1632379908313_2.0.7.png,450.44 400.58 174.07 392.36 177.54 226.79 453.94 232.88,1
A0044MN7_Flash0_A0044MN7fullhd_1632900231909_2.0.7.png,444.89 375.06 176.4 373.15 179.63 212.19 444.82 214.03,1
G00002E8K_Flash0_G00002E8Kfullhd_1632478168031_2.0.7.png,443.41 363.5 195.47 364.14 198.27 216.25 442.21 211.68,1
G00002EEw_Flash0_G00002EEwfullhd_1632722162989_2.0.7.png,1304.58 1140.0 554.03 1158.69 545.0 710.59 1288.94 686.1,1
G00002E8x_Flash0_G00002E8xfullhd_1632726859161_2.0.7.png,1360.81 1103.36 587.85 1131.9 576.27 656.76 1340.75 639.79,1
G00002EFE_Flash0_G00002EFEfullhd_1632735104928_2.0.6.png,608.5 495.31 219.68 498.89 222.0 253.14 607.99 261.12,1
G00002EAY_Flash0_G00002EAYfullhd_1632394191162_2.0.7.png,1214.02 1064.25 558.97 1072.62 557.02 676.3 1209.28 669.79,1
G00002EE0_Flash0_G00002EE0fullhd_1632380771850_2.0.7.png,1259.0 1089.99 604.28 1079.96 600.84 669.75 1246.23 651.8,1
G00002E9N_Flash0_G00002E9Nfullhd_1632475930602_2.0.7.png,455.84 399.15 184.21 390.44 187.54 227.62 457.24 230.63,1
A0044MXL_Flash0_A0044MXLfullhd_1632894689415_2.0.7.png,582.77 478.07 230.87 473.14 227.83 262.07 581.32 262.0,1
A0044N2N_Flash0_A0044N2Nfullhd_1632894207331_2.0.7.png,448.5 386.43 190.3 384.03 192.3 228.82 449.7 230.27,1
A0044MZ2_Flash0_A0044MZ2fullhd_1632980214923_2.0.7.png,578.87 488.19 224.1 482.2 228.41 266.57 588.65 275.07,1
A0044N2D_Flash0_A0044N2Dfullhd_1632742756332_2.0.7.png,582.78 508.6 220.41 498.83 216.3 276.69 577.85 273.02,1
A0044MKX_Flash0_A0044MKXfullhd_1632911453775_2.0.7.png,461.25 386.57 179.64 380.97 183.62 212.89 462.69 216.44,1
G00002E8I_Flash0_G00002E8Ifullhd_1632742341900_2.0.7.png,1313.95 1019.39 492.09 1028.77 492.13 533.79 1304.59 531.97,1
A0044MYK_Flash0_A0044MYKfullhd_1632986438286_2.0.7.png,453.53 386.81 182.43 391.64 181.5 227.78 448.95 224.86,1
G00002EAr_Flash0_G00002EArfullhd_1632378701080_2.0.7.png,459.97 391.28 203.55 384.99 201.35 228.33 457.14 224.4,1
A0044N17_Flash0_A0044N17fullhd_1632894957096_2.0.7.png,463.28 387.49 192.26 377.88 193.89 214.7 465.63 218.27,1
G00002E8n_Flash0_G00002E8nfullhd_1632395150177_2.0.7.png,1341.47 1109.05 490.61 1100.76 497.28 587.23 1347.33 597.64,1
A0044N2L_Flash0_A0044N2Lfullhd_1632984299418_2.0.7.png,439.51 381.61 176.38 381.42 179.1 221.85 439.37 224.23,1
A0044N2G_Flash0_A0044N2Gfullhd_1632914671329_2.0.7.png,437.16 388.12 178.3 387.91 178.87 231.82 436.44 232.1,1
A0044MJ1_Flash0_A0044MJ1fullhd_1633083095339_2.0.7.png,457.4 392.38 170.96 383.82 175.2 211.27 462.51 218.49,1
A0044MK0_Flash0_A0044MK0fullhd_1632998688964_2.0.7.png,580.8 492.45 229.65 487.25 230.98 275.7 583.09 279.93,1
G00002E9P_Flash0_G00002E9Pfullhd_1632381534212_2.0.7.png,468.7 395.47 200.99 381.93 201.01 218.0 469.24 220.22,1
A0044MWO_Flash0_A0044MWOfullhd_1632810849991_2.0.7.png,475.55 383.74 197.66 377.86 201.16 211.45 477.86 215.69,1
G00002EA3_Flash0_G00002EA3fullhd_1632380727458_2.0.7.png,442.67 391.36 191.08 377.79 191.27 221.92 442.78 225.62,1
A0044MH4_Flash0_A0044MH4fullhd_1632983632385_2.0.7.png,445.55 376.9 180.87 372.31 184.14 212.57 448.99 216.54,1
A0044MLG_Flash0_A0044MLGfullhd_1633084441910_2.0.7.png,468.54 394.37 177.69 394.18 177.48 219.04 467.91 217.73,1
A0044N1G_Flash0_A0044N1Gfullhd_1632985155328_2.0.7.png,486.16 348.91 198.9 343.02 204.49 172.71 487.49 177.56,1
A0044MK7_Flash0_A0044MK7fullhd_1632998613698_2.0.7.png,600.31 464.41 241.72 462.62 240.53 246.88 601.45 248.54,1
G00002EEO_Flash0_G00002EEOfullhd_1632383280399_2.0.7.png,441.36 397.62 178.78 395.38 179.42 237.66 442.24 239.49,1
A0044MID_Flash0_A0044MIDfullhd_1632988034462_2.0.7.png,570.57 496.21 222.77 486.01 228.61 279.75 576.28 288.29,1
G00002ECG_Flash0_G00002ECGfullhd_1632739139068_2.0.6.png,608.93 488.71 271.4 498.55 269.38 299.19 598.97 288.52,1
A0044MZH_Flash0_A0044MZHfullhd_1632828073988_2.0.7.png,611.48 508.41 228.62 511.53 223.13 282.53 608.75 277.73,1
G00002EAd_Flash0_G00002EAdfullhd_1632378976670_2.0.7.png,458.97 388.69 190.89 376.58 192.25 213.37 460.72 215.28,1
A0044N0C_Flash0_A0044N0Cfullhd_1632814402457_2.0.7.png,441.01 370.2 215.84 371.41 215.33 235.69 439.21 232.65,1
G00002ECd_Flash0_G00002ECdfullhd_1632394675950_2.0.7.png,472.0 395.82 194.07 398.57 193.19 230.56 469.25 228.13,1
G00002EEa_Flash0_G00002EEafullhd_1632382964351_2.0.7.png,467.31 404.62 192.99 398.35 195.21 233.72 469.28 236.95,1
G00002EDx_Flash0_G00002EDxfullhd_1632723438573_2.0.7.png,1330.47 1067.66 573.51 1082.95 571.67 616.93 1324.4 613.39,1
A0044MXN_Flash0_A0044MXNfullhd_1632822662821_2.0.7.png,479.36 393.7 176.5 384.43 184.64 204.33 481.99 207.45,1
A0044N0G_Flash0_A0044N0Gfullhd_1632979341051_2.0.7.png,640.35 488.35 264.55 494.09 263.84 264.19 640.66 262.72,1
A0044MZB_Flash0_A0044MZBfullhd_1633069422754_2.0.7.png,447.76 358.77 189.41 353.25 194.18 197.03 450.14 203.95,1
A0044MMN_Flash0_A0044MMNfullhd_1632900522292_2.0.7.png,466.87 379.2 177.44 371.75 183.19 199.23 469.01 206.13,1
A0044MJU_Flash0_A0044MJUfullhd_1632998824033_2.0.7.png,605.17 481.96 256.09 478.99 256.22 269.13 606.03 269.99,1
A0044MJS_Flash0_A0044MJSfullhd_1632910388354_2.0.7.png,459.88 387.2 181.13 373.04 190.38 206.06 467.13 219.14,1
G00002ECR_Flash0_G00002ECRfullhd_1632464486207_2.0.7.png,460.29 392.86 196.31 384.6 198.68 226.41 461.34 229.3,1
G00002ECD_Flash0_G00002ECDfullhd_1632464898467_2.0.7.png,454.31 373.96 162.9 364.07 163.67 189.47 458.1 196.11,1
A0044N14_Flash0_A0044N14fullhd_1632979126311_2.0.7.png,581.31 476.45 224.6 487.28 219.54 270.6 578.87 262.95,1
G00002E7S_Flash0_G00002E7Sfullhd_1632391221512_2.0.7.png,1280.04 1052.88 595.47 1062.13 592.18 645.98 1272.07 639.83,1
A0044MLA_Flash0_A0044MLAfullhd_1632997947534_2.0.7.png,603.94 466.34 223.01 467.15 221.01 237.14 605.78 237.17,1
A0044ML7_Flash0_A0044ML7fullhd_1632911275981_2.0.7.png,438.87 399.53 169.66 383.85 179.53 222.27 447.2 236.04,1
A0044N1F_Flash0_A0044N1Ffullhd_1632985145010_2.0.7.png,434.33 373.87 174.13 373.04 176.32 217.07 433.5 216.95,1
G00002EF6_Flash0_G00002EF6fullhd_1632461296223_2.0.7.png,466.14 377.23 179.73 376.16 182.28 203.88 465.96 206.31,1
A0044MJ9_Flash0_A0044MJ9fullhd_1632999293583_2.0.7.png,600.44 478.47 240.42 476.11 239.26 259.69 601.61 260.17,1
A0044MGT_Flash0_A0044MGTfullhd_1633001194150_2.0.7.png,583.63 499.67 227.42 490.65 231.25 274.95 588.98 283.93,1
A0044ML0_Flash0_A0044ML0fullhd_1633080870922_2.0.7.png,564.36 486.24 226.44 483.39 224.1 281.3 567.04 282.78,1
A0044MNC_Flash0_A0044MNCfullhd_1632997159060_2.0.7.png,585.01 493.15 195.93 493.11 194.93 257.26 587.73 257.82,1
A0044MKM_Flash0_A0044MKMfullhd_1632899116952_2.0.7.png,466.35 388.23 180.32 386.2 184.2 211.07 466.58 217.93,1
A0044MWT_Flash0_A0044MWTfullhd_1632987726652_2.0.7.png,428.72 388.5 187.84 387.53 186.11 243.44 430.22 243.73,1
G00002E9w_Flash0_G00002E9wfullhd_1632462089649_2.0.7.png,569.19 480.97 236.52 480.34 234.35 278.54 564.26 270.67,1
A0044MNG_Flash0_A0044MNGfullhd_1633070716532_2.0.7.png,470.29 380.89 190.6 375.95 195.36 207.05 471.57 213.96,1
A0044MI6_Flash0_A0044MI6fullhd_1633083509785_2.0.7.png,465.83 379.09 188.37 380.78 186.43 213.76 464.1 210.57,1
A0044MIH_Flash0_A0044MIHfullhd_1632979937471_2.0.7.png,455.14 396.0 178.75 391.37 182.98 225.75 456.42 229.12,1
A0044MLF_Flash0_A0044MLFfullhd_1633084433079_2.0.7.png,471.97 380.26 184.0 377.2 184.47 204.43 472.78 204.94,1
A0044MWL_Flash0_A0044MWLfullhd_1632810988775_2.0.7.png,459.97 392.08 171.89 395.78 173.32 224.02 455.29 219.89,1
G00002EBV_Flash0_G00002EBVfullhd_1632480092486_2.0.7.png,633.07 501.18 229.82 493.91 226.17 251.68 632.06 248.8,1
G00002EAN_Flash0_G00002EANfullhd_1632461866703_2.0.7.png,546.51 477.25 274.66 481.28 272.42 317.67 543.03 313.48,1
G00002E9q_Flash0_G00002E9qfullhd_1632396169458_2.0.7.png,455.89 376.89 192.18 378.2 193.93 220.49 450.93 222.68,1
A0044MWK_Flash0_A0044MWKfullhd_1632823214571_2.0.7.png,467.66 387.2 184.06 379.01 184.44 209.53 472.11 214.85,1
A0044MYG_Flash0_A0044MYGfullhd_1632896140319_2.0.7.png,466.93 391.05 194.79 389.5 195.23 227.56 465.21 228.09,1
G00002EA6_Flash0_G00002EA6fullhd_1632380760815_2.0.7.png,441.72 404.58 186.38 393.75 186.42 235.47 441.14 235.67,1
G00002E9a_Flash0_G00002E9afullhd_1632726522256_2.0.7.png,1380.01 1098.99 542.36 1107.4 538.98 611.34 1367.14 596.53,1
G00002EDg_Flash0_G00002EDgfullhd_1632380945330_2.0.7.png,1196.31 1041.85 576.73 1033.32 580.95 650.15 1194.21 644.11,1
A0044N0D_Flash0_A0044N0Dfullhd_1632910160203_2.0.7.png,562.71 476.37 260.86 474.69 258.15 293.53 562.44 293.07,1
G00002EBG_Flash0_G00002EBGfullhd_1632725257349_2.0.7.png,1365.58 1101.16 515.96 1116.96 513.63 615.07 1344.7 597.41,1
A0044N2K_Flash0_A0044N2Kfullhd_1632908137497_2.0.7.png,583.68 492.21 222.4 496.19 220.61 278.14 583.51 275.97,1
A0044MYS_Flash0_A0044MYSfullhd_1632893000598_2.0.7.png,532.71 471.05 239.42 475.71 240.52 295.65 533.6 295.28,1
A0044MIJ_Flash0_A0044MIJfullhd_1633083365072_2.0.7.png,447.12 389.87 168.93 384.32 170.9 216.82 449.06 220.27,1
A0044MWV_Flash0_A0044MWVfullhd_1632912286181_2.0.7.png,466.97 397.83 172.34 386.63 178.9 209.11 472.75 219.01,1
G00002EF6_Flash0_G00002EF6fullhd_1632392323620_2.0.7.png,1371.7 1114.43 493.73 1139.8 486.11 616.64 1347.24 592.32,1
G00002EBy_Flash0_G00002EByfullhd_1632379400293_2.0.7.png,456.82 394.0 188.9 389.89 190.84 228.56 456.5 225.45,1
A0044MIC_Flash0_A0044MICfullhd_1632999752404_2.0.7.png,579.33 474.87 245.66 482.96 239.29 281.27 574.27 272.21,1
A0044MZK_Flash0_A0044MZKfullhd_1633068872201_2.0.7.png,442.27 390.65 194.02 392.28 193.79 242.63 440.77 240.58,1
A0044N1L_Flash0_A0044N1Lfullhd_1632915101411_2.0.7.png,435.14 375.83 178.17 369.19 182.9 214.67 438.53 220.13,1
G00002E7i_Flash0_G00002E7ifullhd_1632391030108_2.0.7.png,1191.3 1058.96 568.24 1069.44 564.25 695.11 1183.53 682.44,1
A0044MX0_Flash0_A0044MX0fullhd_1632982426021_2.0.7.png,580.69 472.07 222.25 476.39 220.92 262.9 578.54 260.3,1
A0044MLO_Flash0_A0044MLOfullhd_1633080631025_2.0.7.png,587.66 500.55 224.12 495.67 218.05 277.88 585.13 277.18,1
A0044MLV_Flash0_A0044MLVfullhd_1633080527263_2.0.7.png,597.97 493.01 230.48 487.99 226.06 266.91 596.41 266.59,1
A0044MN6_Flash0_A0044MN6fullhd_1632995622318_2.0.7.png,452.42 412.32 199.02 408.7 201.51 255.85 452.95 258.36,1
A0044MWB_Flash0_A0044MWBfullhd_1632896162643_2.0.7.png,585.29 500.22 239.12 498.86 239.8 290.93 586.46 292.62,1
A0044MWM_Flash0_A0044MWMfullhd_1632996723030_2.0.7.png,618.77 510.43 238.64 506.62 241.7 276.09 623.54 281.01,1
G00002EB8_Flash0_G00002EB8fullhd_1632461182759_2.0.7.png,591.77 493.72 222.27 499.59 217.15 278.34 587.29 271.95,1
A0044MN3_Flash0_A0044MN3fullhd_1632911744842_2.0.7.png,455.0 408.25 173.24 399.91 179.62 231.28 458.22 239.1,1
G00002EBi_Flash0_G00002EBifullhd_1632379860137_2.0.7.png,462.77 400.36 192.09 392.41 186.74 227.04 459.14 223.82,1
G00002E95_Flash0_G00002E95fullhd_1632381858626_2.0.7.png,467.89 387.24 188.24 375.31 191.85 204.68 470.19 206.41,1
A0044MWC_Flash0_A0044MWCfullhd_1632912523306_2.0.7.png,456.62 399.23 166.99 395.2 169.91 221.31 458.12 223.88,1
G00002ECW_Flash0_G00002ECWfullhd_1632394737176_2.0.7.png,449.27 365.11 191.99 372.07 189.01 216.18 446.08 210.89,1
G00002E9f_Flash0_G00002E9ffullhd_1632395710397_2.0.7.png,460.0 385.01 196.7 381.09 194.81 222.93 462.02 224.78,1
A0044MJ3_Flash0_A0044MJ3fullhd_1632984379934_2.0.7.png,582.83 485.07 234.95 484.09 234.4 275.09 585.18 275.88,1
G00002E9G_Flash0_G00002E9Gfullhd_1632393777314_2.0.7.png,462.65 394.7 164.76 394.22 165.31 216.65 460.75 215.56,1
G00002EEm_Flash0_G00002EEmfullhd_1632382913201_2.0.7.png,445.78 373.58 186.86 371.7 186.38 216.68 446.5 217.6,1
A0044MLS_Flash0_A0044MLSfullhd_1632914861310_2.0.7.png,593.11 498.43 236.19 494.35 234.87 280.74 593.09 282.09,1
G00002EBY_Flash0_G00002EBYfullhd_1632394538391_2.0.7.png,461.11 384.14 183.93 381.42 187.04 215.5 460.92 216.24,1
A0044MKJ_Flash0_A0044MKJfullhd_1633066812704_2.0.7.png,580.98 501.72 248.18 491.21 245.63 286.43 579.15 285.58,1
A0044MLM_Flash0_A0044MLMfullhd_1632911148673_2.0.7.png,463.26 391.73 174.91 381.86 181.06 209.05 468.32 216.95,1
A0044MIZ_Flash0_A0044MIZfullhd_1632982832964_2.0.7.png,449.7 387.55 183.37 392.32 181.48 231.37 445.98 227.9,1
G00002E88_Flash0_G00002E88fullhd_1632392085209_2.0.7.png,1246.64 913.9 595.57 944.05 579.29 538.29 1228.71 514.21,1
A0044MJ1_Flash0_A0044MJ1fullhd_1632998161721_2.0.7.png,457.9 381.91 180.27 380.77 181.94 213.94 457.7 214.08,1
G00002EF1_Flash0_G00002EF1fullhd_1632735124331_2.0.6.png,609.93 497.38 229.82 508.0 223.75 277.8 606.35 269.96,1
A0044MYX_Flash0_A0044MYXfullhd_1632895982006_2.0.7.png,458.56 396.61 157.14 395.72 157.93 213.76 459.53 215.18,1
A0044MK0_Flash0_A0044MK0fullhd_1633066914673_2.0.7.png,593.13 487.93 240.47 486.67 236.55 275.72 592.09 273.83,1
A0044MI4_Flash0_A0044MI4fullhd_1632983907306_2.0.7.png,602.17 514.92 241.33 513.91 238.5 296.27 600.68 295.73,1
A0044MI9_Flash0_A0044MI9fullhd_1633071846983_2.0.7.png,435.25 377.81 180.4 379.96 181.22 225.91 434.18 223.78,1
A0044MZF_Flash0_A0044MZFfullhd_1633069339199_2.0.7.png,428.92 372.08 176.33 371.89 178.09 220.0 428.38 220.89,1
A0044N26_Flash0_A0044N26fullhd_1633067234867_2.0.7.png,460.23 386.06 185.13 378.75 189.13 214.04 462.81 216.0,1
A0044N0S_Flash0_A0044N0Sfullhd_1632813782364_2.0.7.png,446.67 360.51 203.12 355.96 207.28 210.23 447.8 209.16,1
G00002E7x_Flash0_G00002E7xfullhd_1632478393237_2.0.7.png,450.57 392.25 187.36 377.77 193.41 218.49 455.96 226.89,1
A0044MML_Flash0_A0044MMLfullhd_1633086282681_2.0.7.png,464.31 380.6 191.28 379.4 191.7 215.25 463.99 215.25,1
A0044MGQ_Flash0_A0044MGQfullhd_1633082961948_2.0.7.png,454.93 377.16 184.33 372.54 186.98 210.6 456.58 214.08,1
G00002EDL_Flash0_G00002EDLfullhd_1632723996487_2.0.7.png,1288.45 1108.03 513.37 1093.32 526.09 629.89 1292.78 642.93,1
A0044MWX_Flash0_A0044MWXfullhd_1632897597675_2.0.7.png,463.52 366.34 192.42 361.27 197.1 199.63 464.74 203.77,1
A0044N1D_Flash0_A0044N1Dfullhd_1633067506811_2.0.7.png,447.98 383.62 182.74 375.63 189.76 217.76 450.88 224.65,1
G00002E8g_Flash0_G00002E8gfullhd_1632727302612_2.0.7.png,1282.74 1051.22 566.62 1066.99 562.3 638.96 1270.31 624.24,1
A0044MLG_Flash0_A0044MLGfullhd_1633081629402_2.0.7.png,469.12 392.61 181.69 391.78 184.68 220.21 467.5 219.98,1
G00002EEG_Flash0_G00002EEGfullhd_1632736118994_2.0.6.png,584.35 499.14 231.08 507.34 230.15 296.72 574.11 291.35,1
